file,extension,bytes,category
data\train\archive (1)\FaceForensics++_C23\Deepfakes\245_157.mp4,.mp4,701080,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\246_258.mp4,.mp4,1958956,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\247_229.mp4,.mp4,1246499,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\248_232.mp4,.mp4,2245563,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\249_280.mp4,.mp4,1589680,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\250_461.mp4,.mp4,2646489,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\251_375.mp4,.mp4,2583274,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\252_266.mp4,.mp4,1749658,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\253_183.mp4,.mp4,1624633,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\254_261.mp4,.mp4,1369411,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\255_214.mp4,.mp4,1975643,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\256_146.mp4,.mp4,2461053,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\257_420.mp4,.mp4,2294026,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\258_246.mp4,.mp4,3253920,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\259_345.mp4,.mp4,1152148,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\260_331.mp4,.mp4,497491,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\261_254.mp4,.mp4,748773,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\262_301.mp4,.mp4,735919,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\263_284.mp4,.mp4,1609876,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\264_271.mp4,.mp4,658333,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\265_475.mp4,.mp4,6532393,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\266_252.mp4,.mp4,1416239,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\267_286.mp4,.mp4,1713936,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\268_269.mp4,.mp4,3814827,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\269_268.mp4,.mp4,749166,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\270_297.mp4,.mp4,828709,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\271_264.mp4,.mp4,1396847,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\272_396.mp4,.mp4,1574373,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\273_807.mp4,.mp4,953363,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\274_412.mp4,.mp4,2389858,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\275_887.mp4,.mp4,884226,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\276_185.mp4,.mp4,870369,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\277_335.mp4,.mp4,3351852,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\278_306.mp4,.mp4,712261,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\279_298.mp4,.mp4,2568728,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\280_249.mp4,.mp4,1048567,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\281_474.mp4,.mp4,877488,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\282_238.mp4,.mp4,1257667,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\283_313.mp4,.mp4,1393798,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\284_263.mp4,.mp4,4720494,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\285_136.mp4,.mp4,1484702,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\286_267.mp4,.mp4,2554094,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\287_426.mp4,.mp4,3263624,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\288_321.mp4,.mp4,768066,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\289_228.mp4,.mp4,1193493,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\290_240.mp4,.mp4,1127624,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\291_874.mp4,.mp4,2603487,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\292_294.mp4,.mp4,2450311,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\293_296.mp4,.mp4,1984576,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\294_292.mp4,.mp4,3546081,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\295_099.mp4,.mp4,3756075,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\296_293.mp4,.mp4,675077,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\297_270.mp4,.mp4,498378,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\298_279.mp4,.mp4,1186621,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\299_145.mp4,.mp4,916020,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\300_304.mp4,.mp4,957578,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\301_262.mp4,.mp4,1309431,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\302_323.mp4,.mp4,1570925,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\303_309.mp4,.mp4,1830245,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\304_300.mp4,.mp4,958249,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\305_513.mp4,.mp4,3420310,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\306_278.mp4,.mp4,988626,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\307_365.mp4,.mp4,610471,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\308_388.mp4,.mp4,1433145,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\309_303.mp4,.mp4,1744784,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\310_196.mp4,.mp4,2180263,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\311_387.mp4,.mp4,1210252,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\312_021.mp4,.mp4,1147794,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\313_283.mp4,.mp4,745426,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\314_347.mp4,.mp4,915547,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\315_322.mp4,.mp4,651027,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\316_369.mp4,.mp4,710809,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\317_359.mp4,.mp4,1082864,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\318_334.mp4,.mp4,927298,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\319_352.mp4,.mp4,1427361,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\320_328.mp4,.mp4,2852042,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\321_288.mp4,.mp4,1244240,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\322_315.mp4,.mp4,1138335,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\323_302.mp4,.mp4,1258453,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\324_356.mp4,.mp4,2604321,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\325_492.mp4,.mp4,9643698,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\326_501.mp4,.mp4,1589625,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\327_329.mp4,.mp4,617828,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\328_320.mp4,.mp4,1567863,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\329_327.mp4,.mp4,475387,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\330_162.mp4,.mp4,1871666,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\331_260.mp4,.mp4,1483233,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\332_051.mp4,.mp4,5650750,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\333_377.mp4,.mp4,1096455,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\334_318.mp4,.mp4,3132270,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\335_277.mp4,.mp4,1486033,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\336_338.mp4,.mp4,864517,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\337_522.mp4,.mp4,859448,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\338_336.mp4,.mp4,1830857,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\339_392.mp4,.mp4,630921,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\340_341.mp4,.mp4,2552508,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\341_340.mp4,.mp4,6459094,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\342_416.mp4,.mp4,1257512,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\343_363.mp4,.mp4,399674,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\344_020.mp4,.mp4,3125648,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\345_259.mp4,.mp4,875269,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\346_351.mp4,.mp4,720319,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\347_314.mp4,.mp4,721862,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\348_202.mp4,.mp4,539337,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\349_350.mp4,.mp4,1674283,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\350_349.mp4,.mp4,1079304,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\351_346.mp4,.mp4,1046107,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\352_319.mp4,.mp4,1394471,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\353_383.mp4,.mp4,1682311,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\354_362.mp4,.mp4,2019216,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\355_748.mp4,.mp4,5547127,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\356_324.mp4,.mp4,3102172,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\357_432.mp4,.mp4,540578,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\358_380.mp4,.mp4,761768,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\359_317.mp4,.mp4,844489,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\360_437.mp4,.mp4,2261245,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\361_448.mp4,.mp4,3145397,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\362_354.mp4,.mp4,1946049,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\363_343.mp4,.mp4,955740,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\364_440.mp4,.mp4,2128122,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\365_307.mp4,.mp4,389445,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\366_473.mp4,.mp4,887598,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\367_371.mp4,.mp4,1003787,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\368_378.mp4,.mp4,1331081,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\369_316.mp4,.mp4,710488,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\370_483.mp4,.mp4,3980888,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\371_367.mp4,.mp4,1572412,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\372_413.mp4,.mp4,1083801,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\373_394.mp4,.mp4,2693080,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\374_407.mp4,.mp4,1643618,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\375_251.mp4,.mp4,1895594,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\376_381.mp4,.mp4,1808166,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\377_333.mp4,.mp4,733654,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\378_368.mp4,.mp4,4015781,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\379_158.mp4,.mp4,987967,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\380_358.mp4,.mp4,625545,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\381_376.mp4,.mp4,1608439,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\382_409.mp4,.mp4,724745,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\383_353.mp4,.mp4,2935164,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\384_932.mp4,.mp4,3489864,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\385_414.mp4,.mp4,1796627,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\386_154.mp4,.mp4,3659475,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\387_311.mp4,.mp4,1270562,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\388_308.mp4,.mp4,1063089,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\389_480.mp4,.mp4,3019142,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\390_709.mp4,.mp4,5899448,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\391_406.mp4,.mp4,723604,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\392_339.mp4,.mp4,7491519,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\393_405.mp4,.mp4,1180868,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\394_373.mp4,.mp4,1532628,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\395_401.mp4,.mp4,1257548,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\396_272.mp4,.mp4,1726196,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\397_602.mp4,.mp4,3774366,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\398_457.mp4,.mp4,1317888,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\399_488.mp4,.mp4,3624492,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\400_476.mp4,.mp4,1608431,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\401_395.mp4,.mp4,2083387,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\402_453.mp4,.mp4,5003723,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\403_497.mp4,.mp4,991418,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\404_429.mp4,.mp4,6775085,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\405_393.mp4,.mp4,1048453,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\406_391.mp4,.mp4,1484559,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\407_374.mp4,.mp4,1359395,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\408_424.mp4,.mp4,1579970,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\409_382.mp4,.mp4,502178,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\410_411.mp4,.mp4,5048847,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\411_410.mp4,.mp4,7180642,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\412_274.mp4,.mp4,1848310,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\413_372.mp4,.mp4,721396,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\414_385.mp4,.mp4,6703190,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\415_484.mp4,.mp4,691600,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\416_342.mp4,.mp4,1811583,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\417_496.mp4,.mp4,2206262,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\418_507.mp4,.mp4,1774590,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\419_824.mp4,.mp4,2115073,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\420_257.mp4,.mp4,1942279,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\421_423.mp4,.mp4,1833062,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\422_695.mp4,.mp4,4964080,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\423_421.mp4,.mp4,3590518,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\424_408.mp4,.mp4,587784,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\425_485.mp4,.mp4,796280,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\426_287.mp4,.mp4,4658894,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\427_637.mp4,.mp4,752587,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\428_466.mp4,.mp4,1912596,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\429_404.mp4,.mp4,1099701,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\430_459.mp4,.mp4,2810909,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\431_447.mp4,.mp4,2129465,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\432_357.mp4,.mp4,620490,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\433_498.mp4,.mp4,2547660,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\434_438.mp4,.mp4,505119,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\435_456.mp4,.mp4,1027392,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\436_526.mp4,.mp4,2576085,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\437_360.mp4,.mp4,4443820,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\438_434.mp4,.mp4,686266,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\439_441.mp4,.mp4,965078,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\440_364.mp4,.mp4,575008,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\441_439.mp4,.mp4,685478,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\442_195.mp4,.mp4,4070583,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\443_514.mp4,.mp4,1610916,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\444_655.mp4,.mp4,891684,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\445_494.mp4,.mp4,4079509,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\446_667.mp4,.mp4,4737089,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\447_431.mp4,.mp4,632625,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\448_361.mp4,.mp4,2274271,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\449_451.mp4,.mp4,1567429,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\450_533.mp4,.mp4,7075367,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\451_449.mp4,.mp4,1521485,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\452_550.mp4,.mp4,1078555,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\453_402.mp4,.mp4,2526071,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\454_527.mp4,.mp4,1160768,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\455_471.mp4,.mp4,1389364,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\456_435.mp4,.mp4,3667137,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\457_398.mp4,.mp4,1283215,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\458_722.mp4,.mp4,805763,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\459_430.mp4,.mp4,4662130,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\460_678.mp4,.mp4,2718654,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\461_250.mp4,.mp4,2179152,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\462_467.mp4,.mp4,1078232,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\463_464.mp4,.mp4,840858,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\464_463.mp4,.mp4,978316,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\465_482.mp4,.mp4,1594088,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\466_428.mp4,.mp4,1752849,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\467_462.mp4,.mp4,828822,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\468_470.mp4,.mp4,1284589,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\469_481.mp4,.mp4,993804,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\470_468.mp4,.mp4,1143054,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\471_455.mp4,.mp4,906054,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\472_511.mp4,.mp4,345007,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\473_366.mp4,.mp4,947665,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\474_281.mp4,.mp4,1299693,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\475_265.mp4,.mp4,1561528,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\476_400.mp4,.mp4,1193355,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\477_487.mp4,.mp4,1595330,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\478_506.mp4,.mp4,934447,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\479_706.mp4,.mp4,4806695,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\480_389.mp4,.mp4,2310075,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\481_469.mp4,.mp4,2632073,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\482_465.mp4,.mp4,1144638,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\483_370.mp4,.mp4,1178968,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\484_415.mp4,.mp4,420389,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\485_425.mp4,.mp4,1853862,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\486_680.mp4,.mp4,893075,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\487_477.mp4,.mp4,1857106,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\488_399.mp4,.mp4,1113556,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\489_022.mp4,.mp4,2675695,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\490_534.mp4,.mp4,5647563,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\491_226.mp4,.mp4,4370939,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\492_325.mp4,.mp4,1443462,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\493_538.mp4,.mp4,986890,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\494_445.mp4,.mp4,3642724,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\495_512.mp4,.mp4,1144292,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\496_417.mp4,.mp4,2145072,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\497_403.mp4,.mp4,1477310,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\498_433.mp4,.mp4,947252,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\Deepfakes\499_539.mp4,.mp4,2364209,already_compressed_or_media
