confidence,model,optimal_strategy,profile,regret,sample_id,selected_strategy,source_category,top1_correct,top2_recall,top3_recall
N/A,rule_based,zstd|3|identity,fastest,0.00018027452237171643,0ff9b372da6fcecbdc8a,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.06672730802393265,0ff9b372da6fcecbdc8a,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.03543008495183546,0b56a8336d926b137c46,brotli|9|identity,json,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.006052807269779879,0b56a8336d926b137c46,zstd|1|identity,json,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.046317244306123315,0b56a8336d926b137c46,brotli|9|identity,json,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.15654412804905046,13de65abccd316cc7ad0,zstd|9|identity,csv,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.011943661538077403,13de65abccd316cc7ad0,zstd|1|identity,csv,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.028467839047363303,13de65abccd316cc7ad0,zstd|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.05259171010495723,cc0a768c16bc4f521d5e,brotli|9|identity,binary,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.012820520402913909,cc0a768c16bc4f521d5e,zstd|1|identity,binary,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.07053244421141516,cc0a768c16bc4f521d5e,brotli|9|identity,binary,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.10713647508424404,efd24e78ff6d0f481461,brotli|9|identity,markdown,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0005157913103508126,efd24e78ff6d0f481461,zstd|1|identity,markdown,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.12584799997181217,efd24e78ff6d0f481461,brotli|9|identity,markdown,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.9512412529201261,2d972416e5ea584e6e99,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.037874489075892775,2d972416e5ea584e6e99,raw|default|identity,video,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.4308327184711226,2d972416e5ea584e6e99,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.021154702939321014,8abb57b457777e88f55e,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,fastest,0.0018635693078938344,8abb57b457777e88f55e,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.036263258747184515,8abb57b457777e88f55e,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.0075356004332645075,20cb03e2c284978c7f64,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0016305125314439554,20cb03e2c284978c7f64,zstd|1|identity,csv,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.061437722142478765,20cb03e2c284978c7f64,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9473517462822979,ceb68a8868bcd038b876,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.038780170021509186,ceb68a8868bcd038b876,raw|default|identity,video,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.431778177178255,ceb68a8868bcd038b876,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.01247197705594711,5f8724e09072ab9a265f,raw|default|identity,binary,False,False,False
N/A,rule_based,raw|default|identity,fastest,0.0,5f8724e09072ab9a265f,raw|default|identity,binary,True,True,True
N/A,rule_based,raw|default|identity,balanced,0.0,5f8724e09072ab9a265f,raw|default|identity,binary,True,True,True
N/A,rule_based,brotli|9|identity,smallest,0.21961936919477568,40edde3ff58386c6e648,zstd|9|identity,binary,False,False,False
N/A,rule_based,raw|default|identity,fastest,0.03760925853886833,40edde3ff58386c6e648,zstd|1|identity,binary,False,False,True
N/A,rule_based,brotli|9|identity,balanced,0.05683403900416269,40edde3ff58386c6e648,zstd|9|identity,binary,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.023883312888314953,f99b6bb11feb9d915422,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0033551022867177593,f99b6bb11feb9d915422,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.0775471656452072,f99b6bb11feb9d915422,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.040570326996986095,aedca929aa742fd71e9b,raw|default|identity,markdown,False,False,False
N/A,rule_based,raw|default|identity,fastest,0.0,aedca929aa742fd71e9b,raw|default|identity,markdown,True,True,True
N/A,rule_based,raw|default|identity,balanced,0.0,aedca929aa742fd71e9b,raw|default|identity,markdown,True,True,True
N/A,rule_based,brotli|11|identity,smallest,0.21852534357065626,bcc29aefa82f2fc182c3,zstd|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0023135124863856715,bcc29aefa82f2fc182c3,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.011567987111920877,bcc29aefa82f2fc182c3,zstd|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.01643534852704792,fd92d55f5169a15f74dc,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.00038770299754383244,fd92d55f5169a15f74dc,zstd|1|identity,csv,False,False,False
N/A,rule_based,zstd|1|identity,balanced,0.07890150231994508,fd92d55f5169a15f74dc,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.23355139482745543,f34def9fb472356e4ee0,zstd|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0015862658127406837,f34def9fb472356e4ee0,zstd|1|identity,source_code,False,False,False
N/A,rule_based,brotli|4|identity,balanced,0.013980750115597684,f34def9fb472356e4ee0,zstd|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.27704149688052904,ca528c2924b4d66a7016,zstd|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.003280604572828978,ca528c2924b4d66a7016,zstd|1|identity,source_code,False,False,False
N/A,rule_based,brotli|4|identity,balanced,0.023854092135513427,ca528c2924b4d66a7016,zstd|9|identity,source_code,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.9541916796367624,f256aca58bd68b60e728,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.03675809575317518,f256aca58bd68b60e728,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4316673240311121,f256aca58bd68b60e728,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.7283034925253266,f887056a858ef5d79853,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.027641523065897965,f887056a858ef5d79853,raw|default|identity,video,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.32649296989961485,f887056a858ef5d79853,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.07054252023086871,7da935a5c5745da0fc47,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.0060215386543686945,7da935a5c5745da0fc47,zstd|1|identity,csv,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.015134525618714374,7da935a5c5745da0fc47,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.12333881247580708,bde3693e1919277f0d4f,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.009410121660521228,bde3693e1919277f0d4f,zstd|1|identity,source_code,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.009576655849933127,bde3693e1919277f0d4f,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.01135334819398019,0e4427f0e7b0f0da7ba0,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0037189773876563376,0e4427f0e7b0f0da7ba0,zstd|1|identity,csv,False,False,False
N/A,rule_based,brotli|4|identity,balanced,0.04402465317357254,0e4427f0e7b0f0da7ba0,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.6602024754591129,75ac8e38c89544f86012,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.013997550696796542,75ac8e38c89544f86012,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.2897654631485178,75ac8e38c89544f86012,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.0009601170883197004,f6d8ac25d8ced35c97bb,brotli|9|identity,binary,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.02740488983857721,f6d8ac25d8ced35c97bb,zstd|1|identity,binary,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.01925759080715346,f6d8ac25d8ced35c97bb,brotli|9|identity,binary,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.05474725012585218,b2aeaaf4897e7310def1,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.003688551605014051,b2aeaaf4897e7310def1,zstd|1|identity,csv,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.11371232771193304,b2aeaaf4897e7310def1,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.14804215753012123,ef3edbf6186277f5ef97,zstd|9|identity,csv,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0018110038546474971,ef3edbf6186277f5ef97,zstd|1|identity,csv,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.014654928702948461,ef3edbf6186277f5ef97,zstd|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.017472524645812882,1364093c2cd97d6b467d,brotli|9|identity,binary,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.004160659214233125,1364093c2cd97d6b467d,zstd|1|identity,binary,False,False,False
N/A,rule_based,zstd|6|identity,balanced,0.10280138188828424,1364093c2cd97d6b467d,brotli|9|identity,binary,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.958088695462557,c63e295b1deea7522a47,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0376479449010094,c63e295b1deea7522a47,raw|default|identity,video,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.43003396428380786,c63e295b1deea7522a47,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.021924740410434906,437449734e245885bdcf,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.0036538257604496645,437449734e245885bdcf,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.06883617123527437,437449734e245885bdcf,brotli|9|identity,source_code,False,False,False
N/A,rule_based,bzip2|9|identity,smallest,0.011878950451038367,0176cdda1aac09477d97,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.00256394492113525,0176cdda1aac09477d97,zstd|1|identity,source_code,False,False,False
N/A,rule_based,zstd|9|identity,balanced,0.03578475263989995,0176cdda1aac09477d97,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|6|delta,smallest,0.015432303739936152,37bf4fda9ad1b112c95c,brotli|9|identity,binary,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.002465689971191721,37bf4fda9ad1b112c95c,zstd|1|identity,binary,False,False,False
N/A,rule_based,zstd|3|identity,balanced,0.04206647457353781,37bf4fda9ad1b112c95c,brotli|9|identity,binary,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.9440720463196479,e24ad89f350ae852f7b8,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.03285783510675458,e24ad89f350ae852f7b8,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4245138292382384,e24ad89f350ae852f7b8,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.9436164220088026,a2d1deaf6beae2b754df,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03866734307013488,a2d1deaf6beae2b754df,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42875387488089706,a2d1deaf6beae2b754df,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.11747206295294806,e82ab03d226a655e5c2f,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.006499937912430628,e82ab03d226a655e5c2f,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.027759059853653317,e82ab03d226a655e5c2f,brotli|9|identity,source_code,False,False,False
N/A,rule_based,bzip2|9|identity,smallest,0.01691406426660983,0cbec22b5580244ca3cd,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0006976557849418617,0cbec22b5580244ca3cd,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.022216958039734155,0cbec22b5580244ca3cd,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.0,a208d145692f560be957,brotli|9|identity,source_code,True,True,True
N/A,rule_based,deflate|9|identity,fastest,0.019854120048687276,a208d145692f560be957,zstd|1|identity,source_code,False,False,False
N/A,rule_based,brotli|9|identity,balanced,0.0,a208d145692f560be957,brotli|9|identity,source_code,True,True,True
N/A,rule_based,brotli|6|identity,smallest,0.0007041998945655475,3751e5d534b30709cc70,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|1|identity,fastest,0.015238438498899155,3751e5d534b30709cc70,zstd|1|identity,source_code,False,True,True
N/A,rule_based,deflate|6|identity,balanced,0.043293223526949365,3751e5d534b30709cc70,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.04426596719271378,e04070013dcbd69ecb20,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|1|identity,fastest,0.031927376650938546,e04070013dcbd69ecb20,zstd|1|identity,source_code,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.012708506816581214,e04070013dcbd69ecb20,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.31149710861983765,329e3e0988ab39a3841f,lzma2|6|identity,binary,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.011526157195430476,329e3e0988ab39a3841f,zstd|1|identity,binary,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.030876911247029654,329e3e0988ab39a3841f,zstd|3|identity,binary,False,True,True
N/A,rule_based,brotli|6|identity,smallest,0.9398456543183974,d8bdce51a4d8290a41bc,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03473279302752438,d8bdce51a4d8290a41bc,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42503473823574844,d8bdce51a4d8290a41bc,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.12763141735008923,af53b59784cf5fa3bd54,zstd|9|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.0050122693174858915,af53b59784cf5fa3bd54,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.02192945859617372,af53b59784cf5fa3bd54,zstd|9|identity,source_code,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9520199854920346,349a429b63ba827da16d,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0370916692234681,349a429b63ba827da16d,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.43202495725863266,349a429b63ba827da16d,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.8564389083959878,04037223be7801e52d02,lzma2|6|identity,binary,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.021963870687465116,04037223be7801e52d02,zstd|1|identity,binary,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.12537790592848125,04037223be7801e52d02,zstd|3|identity,binary,False,True,True
N/A,rule_based,brotli|11|identity,smallest,0.9432515739181765,e1d9664ac99aeab9bd8f,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.035998616953878224,e1d9664ac99aeab9bd8f,raw|default|identity,video,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.42422949220541273,e1d9664ac99aeab9bd8f,raw|default|identity,video,False,False,False
N/A,rule_based,raw|default|identity,smallest,0.0,1d6d63467cb8c5a8f0b8,raw|default|identity,binary,True,True,True
N/A,rule_based,raw|default|identity,fastest,0.0,1d6d63467cb8c5a8f0b8,raw|default|identity,binary,True,True,True
N/A,rule_based,raw|default|identity,balanced,0.0,1d6d63467cb8c5a8f0b8,raw|default|identity,binary,True,True,True
N/A,rule_based,brotli|6|identity,smallest,0.9540281231309669,7030656a47ddcae4e881,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03720345953125699,7030656a47ddcae4e881,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4333911666631017,7030656a47ddcae4e881,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.9432615102779678,cfa60713b94c4cf8ad0a,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.03696008546451336,cfa60713b94c4cf8ad0a,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42434406947505926,cfa60713b94c4cf8ad0a,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.0004466623085125484,0cb4f04242bea81d03dc,brotli|9|identity,video,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.0008819375732010155,0cb4f04242bea81d03dc,zstd|1|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.02312743745428046,0cb4f04242bea81d03dc,brotli|9|identity,video,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.9456520702748668,1dd1e1cbeb37c92a23c9,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03683109049609398,1dd1e1cbeb37c92a23c9,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42821629608947576,1dd1e1cbeb37c92a23c9,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.945198404349369,575ac6afd2f60f8f7362,raw|default|identity,video,False,False,False
N/A,rule_based,deflate|6|identity,fastest,0.038920811133561196,575ac6afd2f60f8f7362,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4304840091035672,575ac6afd2f60f8f7362,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9489096836435087,64d82f0eb41570cacc9e,raw|default|identity,video,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.03383025311300007,64d82f0eb41570cacc9e,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.43110964685669184,64d82f0eb41570cacc9e,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9483569825540024,65aad6920755198ffc44,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.033903066207270974,65aad6920755198ffc44,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42670221318505114,65aad6920755198ffc44,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.9432742811674358,302a07d24b61368de502,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03463534520238179,302a07d24b61368de502,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42575214452208127,302a07d24b61368de502,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9463248726372231,84dcd2e350a766eef717,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03412187989966646,84dcd2e350a766eef717,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42886620028615496,84dcd2e350a766eef717,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9512696439197325,3195eee4a59ac79f4da4,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03714388490108765,3195eee4a59ac79f4da4,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.43690533473274035,3195eee4a59ac79f4da4,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.005977277548472628,0f0daf031d676ef8bbf4,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.004799469309537209,0f0daf031d676ef8bbf4,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.10495388420533312,0f0daf031d676ef8bbf4,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9443470776527509,916ee0944afa41eaebe4,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03732875452062101,916ee0944afa41eaebe4,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42863395113191516,916ee0944afa41eaebe4,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.06334111056721298,2aaa61682ef5b2eeabcd,brotli|9|identity,json,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.006022208473282067,2aaa61682ef5b2eeabcd,zstd|1|identity,json,False,False,False
N/A,rule_based,zstd|6|identity,balanced,0.27717009788239133,2aaa61682ef5b2eeabcd,brotli|9|identity,json,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.9440557842854264,5fbf7e5d425ea2cedf79,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.034667871188302044,5fbf7e5d425ea2cedf79,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.427354101330391,5fbf7e5d425ea2cedf79,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.04154024734237485,9bfffccf3eb1ba81df60,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0013491532365688431,9bfffccf3eb1ba81df60,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.04604077586481487,9bfffccf3eb1ba81df60,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9519955852195706,b46249238a82a1760029,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0349536854592494,b46249238a82a1760029,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.43463512146684824,b46249238a82a1760029,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.9440024646639884,769bc1050e1bcf06e990,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.037765512221851635,769bc1050e1bcf06e990,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4273442654521865,769bc1050e1bcf06e990,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.03690353447677974,2da37eefbc61febd2975,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.002887218371428373,2da37eefbc61febd2975,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.1066981316667438,2da37eefbc61febd2975,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.05210792169354542,c68f5cb0f6b58db64c57,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.0108391687384156,c68f5cb0f6b58db64c57,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.041903444827231524,c68f5cb0f6b58db64c57,brotli|9|identity,source_code,False,False,False
N/A,rule_based,raw|default|identity,smallest,0.0,b2d26822f2e8d5499ddf,raw|default|identity,json,True,True,True
N/A,rule_based,raw|default|identity,fastest,0.0,b2d26822f2e8d5499ddf,raw|default|identity,json,True,True,True
N/A,rule_based,raw|default|identity,balanced,0.0,b2d26822f2e8d5499ddf,raw|default|identity,json,True,True,True
N/A,rule_based,brotli|9|identity,smallest,0.946749430151956,c4a941def8a08ccf229a,raw|default|identity,video,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.03997240895872428,c4a941def8a08ccf229a,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.42799030069201793,c4a941def8a08ccf229a,raw|default|identity,video,False,False,False
N/A,rule_based,lzma2|6|identity,smallest,0.0062532212889061575,1f2e48d06ee45b484a60,brotli|9|identity,json,False,True,True
N/A,rule_based,zstd|1|identity,fastest,0.0,1f2e48d06ee45b484a60,zstd|1|identity,json,True,True,True
N/A,rule_based,zstd|9|identity,balanced,0.02915843410169818,1f2e48d06ee45b484a60,brotli|9|identity,json,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.9485483395659691,7e893633dd0f5d20713c,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.036519893919476874,7e893633dd0f5d20713c,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4322461507351095,7e893633dd0f5d20713c,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.08393751303984057,0d576738205abc00ed6e,zstd|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0022492114798178704,0d576738205abc00ed6e,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.008189893833140865,0d576738205abc00ed6e,zstd|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.06267610296534473,c3c9844aee9863dd7af6,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,fastest,0.0006745246890166312,c3c9844aee9863dd7af6,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.12422410771715325,c3c9844aee9863dd7af6,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.07899365785196204,4416f13ac2189fe77572,zstd|9|identity,json,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.008008133053750165,4416f13ac2189fe77572,zstd|1|identity,json,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.008276352691346023,4416f13ac2189fe77572,zstd|9|identity,json,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9514774176897031,f87b4ba16c61fc6e0d45,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03729323100565436,f87b4ba16c61fc6e0d45,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4305387857191804,f87b4ba16c61fc6e0d45,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.07700557692643388,aa14e7284e6e012d372f,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.00048607054999732363,aa14e7284e6e012d372f,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.0882904542328286,aa14e7284e6e012d372f,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9525281009145505,c70842272825dd567ecc,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|4|identity,fastest,0.039394222522115815,c70842272825dd567ecc,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.43329842937035246,c70842272825dd567ecc,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.0,bb914fd114f4206a6405,brotli|9|identity,source_code,True,True,True
N/A,rule_based,raw|default|identity,fastest,0.042629331268153346,bb914fd114f4206a6405,zstd|1|identity,source_code,False,False,True
